10:57:43.956 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
11:00:02.630 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ComponentUtils.cs
11:00:02.630 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file SerializableGuid.cs
11:00:02.656 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 24557096 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:SerializableGuid.cs, kind = SOLUTION_ANALYSIS
11:00:02.711 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 24557096 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:SerializableGuid.cs 
11:00:02.711 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:SerializableGuid.cs
11:00:02.711 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file XROrigin.cs
11:00:02.712 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 27490910 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:XROrigin.cs, kind = SOLUTION_ANALYSIS
11:00:03.166 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 27490910 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:XROrigin.cs 
11:00:03.166 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:XROrigin.cs
11:00:03.166 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file MaterialUtils.cs
11:00:03.200 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 4444604 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:MaterialUtils.cs, kind = SOLUTION_ANALYSIS
11:00:03.300 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 4444604 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:MaterialUtils.cs 
11:00:03.300 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:MaterialUtils.cs
11:00:03.300 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file HashCodeUtil.cs
11:00:03.367 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 49001006 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:HashCodeUtil.cs, kind = SOLUTION_ANALYSIS
11:00:03.398 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 49001006 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:HashCodeUtil.cs 
11:00:03.398 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:HashCodeUtil.cs
11:00:03.398 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file BoundsUtils.cs
11:00:03.436 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 516847 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:BoundsUtils.cs, kind = SOLUTION_ANALYSIS
11:00:03.534 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 516847 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:BoundsUtils.cs 
11:00:03.534 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:BoundsUtils.cs
11:00:03.534 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file TextureUtils.cs
11:00:03.594 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 47673028 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:TextureUtils.cs, kind = SOLUTION_ANALYSIS
11:00:03.618 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 47673028 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:TextureUtils.cs 
11:00:03.618 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:TextureUtils.cs
11:00:03.618 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file DebugDraw.cs
11:00:03.630 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 6099561 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:DebugDraw.cs, kind = SOLUTION_ANALYSIS
11:00:03.640 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 6099561 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:DebugDraw.cs 
11:00:03.640 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:DebugDraw.cs
11:00:03.640 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file UndoBlock.cs
11:00:03.641 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 10294584 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:UndoBlock.cs, kind = SOLUTION_ANALYSIS
11:00:03.674 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 10294584 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:UndoBlock.cs 
11:00:03.674 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:UndoBlock.cs
11:00:03.674 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ReflectionUtils.cs
11:00:03.674 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 19193742 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ReflectionUtils.cs, kind = SOLUTION_ANALYSIS
11:00:03.756 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 19193742 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ReflectionUtils.cs 
11:00:03.756 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ReflectionUtils.cs
11:00:03.756 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ObjectPool.cs
11:00:03.757 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 49257959 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ObjectPool.cs, kind = SOLUTION_ANALYSIS
11:00:03.780 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 49257959 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ObjectPool.cs 
11:00:03.780 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ObjectPool.cs
11:00:03.780 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ScriptableSettings.cs
11:00:03.780 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 11871608 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ScriptableSettings.cs, kind = SOLUTION_ANALYSIS
11:00:03.818 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 11871608 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ScriptableSettings.cs 
11:00:03.818 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ScriptableSettings.cs
11:00:03.818 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file AssemblyInfo.cs
11:00:03.818 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 30760840 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:AssemblyInfo.cs, kind = SOLUTION_ANALYSIS
11:00:03.838 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
11:00:03.838 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status RUNNING
11:00:03.838 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
11:00:03.838 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 30760840 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:AssemblyInfo.cs 
11:00:03.838 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:AssemblyInfo.cs
11:00:03.838 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file SerializableGuidUtil.cs
11:00:03.839 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 37152409 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:SerializableGuidUtil.cs, kind = SOLUTION_ANALYSIS
11:00:03.860 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 37152409 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:SerializableGuidUtil.cs 
11:00:03.860 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:SerializableGuidUtil.cs
11:00:03.860 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file NativeArrayUtils.cs
11:00:03.861 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 32889030 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:NativeArrayUtils.cs, kind = SOLUTION_ANALYSIS
11:00:03.887 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 32889030 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:NativeArrayUtils.cs 
11:00:03.887 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:NativeArrayUtils.cs
11:00:03.887 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ARTrackablesParentTransformChangedEventArgs.cs
11:00:03.888 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 13064411 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ARTrackablesParentTransformChangedEventArgs.cs, kind = SOLUTION_ANALYSIS
11:00:03.926 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 13064411 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ARTrackablesParentTransformChangedEventArgs.cs 
11:00:03.926 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ARTrackablesParentTransformChangedEventArgs.cs
11:00:03.926 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file CachedComponentFilter.cs
11:00:03.936 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 4470706 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:CachedComponentFilter.cs, kind = SOLUTION_ANALYSIS
11:00:04.022 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 4470706 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:CachedComponentFilter.cs 
11:00:04.022 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:CachedComponentFilter.cs
11:00:04.022 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file MathUtility.cs
11:00:04.023 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 64265094 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:MathUtility.cs, kind = SOLUTION_ANALYSIS
11:00:04.076 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 64265094 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:MathUtility.cs 
11:00:04.076 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:MathUtility.cs
11:00:04.076 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file GameObjectUtils.cs
11:00:04.077 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 61461178 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GameObjectUtils.cs, kind = SOLUTION_ANALYSIS
11:00:04.166 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 61461178 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GameObjectUtils.cs 
11:00:04.166 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GameObjectUtils.cs
11:00:04.166 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file CollectionPool.cs
11:00:04.166 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 46067443 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:CollectionPool.cs, kind = SOLUTION_ANALYSIS
11:00:04.191 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 46067443 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:CollectionPool.cs 
11:00:04.191 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:CollectionPool.cs
